Peakset	Annotation	Observed	Expected	Fold.Change	Log2FC	Pvalue	Qvalue	Adjusted.Pvalue
ActiveMotif.Htt_histone_modifications.diffbind	EnhPois2	0	608.5681	0.0016	-9.2516	0.19826	0.26318	0.23983064516129
ActiveMotif.Htt_histone_modifications.diffbind	EnhPois2	10795	74235.4674	0.1454	-2.7816	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	EnhPois2	200	660.0809	0.304	-1.7176	0.30739	0.36887	0.34581375
ActiveMotif.Htt_histone_modifications.diffbind	EnhPois2	87699	75924.1412	1.1551	0.208	0.12746	0.18562	0.164818965517241
ActiveMotif.Htt_histone_modifications.diffbind	EnhPois2	60774	32891.2438	1.8477	0.8857	4e-05	9.6774e-05	7.08661417322835e-05
ActiveMotif.Htt_histone_modifications.diffbind	EnhPois2	5734	2361.9264	2.4271	1.2792	0.01498	0.026128	0.0220294117647059
ActiveMotif.Htt_histone_modifications.diffbind	EnhPois2	270501	88058.6846	3.0718	1.6191	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	EnhPois2	92499	27868.0168	3.3191	1.7308	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	EnhPois2	199	35.9931	5.4064	2.4347	0.07036	0.10994	0.0965304878048781
ActiveMotif.Htt_histone_modifications.diffbind	HetCons	0	1380.0254	7e-04	-10.4315	0.20582	0.26846	0.246327127659574
ActiveMotif.Htt_histone_modifications.diffbind	HetCons	0	487.8855	0.002	-8.9334	0.41794	0.47528	0.454619565217391
ActiveMotif.Htt_histone_modifications.diffbind	HetCons	1633	30385.1019	0.0538	-4.2169	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	HetCons	0	16.5353	0.057	-4.1322	0.96085	0.98046	0.97383445945946
ActiveMotif.Htt_histone_modifications.diffbind	HetCons	8194	83551.6575	0.0981	-3.3499	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	HetCons	792	2039.1979	0.3887	-1.3633	0.24193	0.30495	0.280588917525773
ActiveMotif.Htt_histone_modifications.diffbind	HetCons	31406	78585.1746	0.3997	-1.3232	0.0083	0.015183	0.0125335570469799
ActiveMotif.Htt_histone_modifications.diffbind	HetCons	11106	25550.0181	0.4347	-1.2019	0.03499	0.057676	0.0495141509433962
ActiveMotif.Htt_histone_modifications.diffbind	HetCons	1891917	71322.8756	26.5257	4.7293	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	HetCons	30818	737.4702	41.7336	5.3831	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	HetFac	0	764.7856	0.0013	-9.5808	0.41825	0.47528	0.454619565217391
ActiveMotif.Htt_histone_modifications.diffbind	HetFac	0	39.8408	0.0245	-5.3519	0.92926	0.95472	0.946079185520362
ActiveMotif.Htt_histone_modifications.diffbind	HetFac	7126	31457.0253	0.2266	-2.1421	0.00184	0.00368	0.00293617021276596
ActiveMotif.Htt_histone_modifications.diffbind	HetFac	400	760.5244	0.5266	-0.9253	0.48856	0.55101	0.528490384615385
ActiveMotif.Htt_histone_modifications.diffbind	HetFac	3507	2579.5503	1.3594	0.443	0.27865	0.33982	0.316647727272727
ActiveMotif.Htt_histone_modifications.diffbind	HetFac	3600	2001.7618	1.798	0.8464	0.18611	0.2515	0.227580163043478
ActiveMotif.Htt_histone_modifications.diffbind	HetFac	296064	87719.5708	3.3751	1.7549	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	HetFac	395270	110134.7755	3.5889	1.8436	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	HetFac	235566	38270.4685	6.1552	2.6218	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	HetFac	617305	95288.0671	6.4782	2.6956	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	Quies	223010	5187657.5736	0.043	-4.5399	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	Quies	388239	2082542.3004	0.1864	-2.4233	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	Quies	9080	43108.5543	0.2106	-2.2471	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	Quies	73806	155158.7712	0.4757	-1.0719	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	Quies	2460328	4630043.934	0.5314	-0.9122	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	Quies	1199	2207.0685	0.5435	-0.8798	0.16006	0.22497	0.201720670391061
ActiveMotif.Htt_histone_modifications.diffbind	Quies	1134557	1823977.1182	0.622	-0.685	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	Quies	26956	35869.6172	0.7515	-0.4121	0.03685	0.060082	0.0518203125
ActiveMotif.Htt_histone_modifications.diffbind	Quies	3842879	4579403.3349	0.8392	-0.253	2e-04	0.00046154	0.000343511450381679
ActiveMotif.Htt_histone_modifications.diffbind	Quies	119052	108609.5139	1.0961	0.1324	0.18199	0.24817	0.223758196721312
ActiveMotif.Htt_histone_modifications.diffbind	QuiesG	964	15491.4975	0.0623	-4.0049	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	QuiesG	7880	16552.1437	0.4761	-1.0707	0.00932	0.016643	0.013887417218543
ActiveMotif.Htt_histone_modifications.diffbind	QuiesG	1186560	1908439.6304	0.6217	-0.6856	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	QuiesG	2044406	2327205.7514	0.8785	-0.1869	0.07702	0.11789	0.104394578313253
ActiveMotif.Htt_histone_modifications.diffbind	QuiesG	757547	847340.3926	0.894	-0.1616	0.10744	0.15882	0.142105263157895
ActiveMotif.Htt_histone_modifications.diffbind	QuiesG	39182	43663.205	0.8974	-0.1562	0.32226	0.3816	0.359877475247525
ActiveMotif.Htt_histone_modifications.diffbind	QuiesG	799	841.1758	0.9499	-0.0741	0.56595	0.63353	0.609276315789474
ActiveMotif.Htt_histone_modifications.diffbind	QuiesG	68143	58951.693	1.1559	0.209	0.16048	0.22497	0.201720670391061
ActiveMotif.Htt_histone_modifications.diffbind	QuiesG	2472335	2008358.5589	1.231	0.2999	0.00162	0.0033288	0.00262230215827338
ActiveMotif.Htt_histone_modifications.diffbind	QuiesG	1161965	718245.6101	1.6178	0.694	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssA	0	571.006	0.0017	-9.1599	0.37901	0.43732	0.415986585365854
ActiveMotif.Htt_histone_modifications.diffbind	TssA	0	33.9931	0.0286	-5.129	0.9282	0.95472	0.946079185520362
ActiveMotif.Htt_histone_modifications.diffbind	TssA	27654	67284.6797	0.411	-1.2828	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssA	20462	24929.4811	0.8208	-0.2849	0.24995	0.30732	0.285475888324873
ActiveMotif.Htt_histone_modifications.diffbind	TssA	1800	1559.9485	1.1538	0.2064	0.35657	0.41462	0.393275735294118
ActiveMotif.Htt_histone_modifications.diffbind	TssA	11451	2130.1551	5.3736	2.4259	2e-05	5e-05	3.6e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssA	544341	71024.5412	7.664	2.9381	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssA	1682348	83018.6669	20.2645	4.3409	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssA	779791	29475.9288	26.4543	4.7254	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssA	25306	612.2641	41.2661	5.3669	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk1	0	116.5271	0.0085	-6.8768	0.64546	0.70677	0.685103773584906
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk1	0	7.7139	0.1148	-3.1233	0.96757	0.98065	0.976247757847534
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk1	3390	13732.1004	0.2469	-2.0179	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk1	8911	4955.4753	1.7981	0.8464	0.02403	0.040217	0.0345812101910828
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk1	1400	317.2777	4.4018	2.1381	0.02228	0.037977	0.032341935483871
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk1	103457	14656.0977	7.0586	2.8194	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk1	3322	418.0043	7.9307	2.9874	0.00011	0.0002619	0.000193359375
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk1	76770	5940.389	12.9214	3.6917	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk1	408258	17557.952	23.2508	4.5392	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk1	4185	116.9728	35.4828	5.149	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk2	0	459.9121	0.0022	-8.8483	0.32309	0.3816	0.359877475247525
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk2	0	27.5528	0.035	-4.8356	0.92157	0.95472	0.946079185520362
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk2	23359	54672.7052	0.4273	-1.2268	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk2	16079	20441.6312	0.7866	-0.3463	0.17076	0.23499	0.212270718232044
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk2	2956	1293.0575	2.2851	1.1922	0.07316	0.11313	0.0997636363636364
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk2	494576	57291.8068	8.6324	3.1098	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk2	21509	1742.0715	12.3403	3.6253	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk2	1178292	66937.7443	17.6026	4.1377	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk2	490026	24100.3627	20.3319	4.3457	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssAFlnk2	10424	495.6714	20.9897	4.3916	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssBiv	0	5492.2137	2e-04	-12.4234	0.00216	0.0042632	0.00342253521126761
ActiveMotif.Htt_histone_modifications.diffbind	TssBiv	0	132.9084	0.0075	-7.0651	0.7914	0.84793	0.828209302325581
ActiveMotif.Htt_histone_modifications.diffbind	TssBiv	0	7.9822	0.1113	-3.1671	0.98212	0.9859	0.9859
ActiveMotif.Htt_histone_modifications.diffbind	TssBiv	400	359.5405	1.1122	0.1534	0.29438	0.3561	0.332841708542713
ActiveMotif.Htt_histone_modifications.diffbind	TssBiv	21609	15184.5335	1.4231	0.509	0.09715	0.14572	0.129341715976331
ActiveMotif.Htt_histone_modifications.diffbind	TssBiv	399	138.1968	2.8736	1.5229	0.13798	0.19894	0.176394886363636
ActiveMotif.Htt_histone_modifications.diffbind	TssBiv	4400	471.2649	9.3189	3.2202	0.00096	0.0020282	0.00157664233576642
ActiveMotif.Htt_histone_modifications.diffbind	TssBiv	372246	19032.4939	19.5575	4.2896	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssBiv	391092	16219.9631	24.1103	4.5916	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	TssBiv	218894	6598.8523	33.1667	5.0517	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	Tx1	0	203.7756	0.0049	-7.6779	0.67958	0.73867	0.717866197183099
ActiveMotif.Htt_histone_modifications.diffbind	Tx1	0	77.2513	0.0128	-6.29	0.84133	0.89503	0.876385416666667
ActiveMotif.Htt_histone_modifications.diffbind	Tx1	0	5.3442	0.1576	-2.6654	0.9859	0.9859	0.9859
ActiveMotif.Htt_histone_modifications.diffbind	Tx1	1686	9268.9923	0.182	-2.4581	0.00181	0.0036689	0.00290892857142857
ActiveMotif.Htt_histone_modifications.diffbind	Tx1	13368	9993.349	1.3377	0.4197	0.18966	0.25401	0.230667567567568
ActiveMotif.Htt_histone_modifications.diffbind	Tx1	7382	3194.3021	2.3106	1.2083	0.04048	0.06529	0.0565714285714286
ActiveMotif.Htt_histone_modifications.diffbind	Tx1	10387	3951.1018	2.6285	1.3942	0.01374	0.024247	0.0203388157894737
ActiveMotif.Htt_histone_modifications.diffbind	Tx1	400	78.3075	5.0563	2.3381	0.07994	0.12112	0.107703592814371
ActiveMotif.Htt_histone_modifications.diffbind	Tx1	164230	12243.6393	13.4125	3.7455	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	Tx1	4248	253.905	16.669	4.0591	0.00024	0.00054545	0.000409090909090909
ActiveMotif.Htt_histone_modifications.diffbind	Tx2	0	13245.2189	1e-04	-13.6933	0.00017	0.00039844	0.000294230769230769
ActiveMotif.Htt_histone_modifications.diffbind	Tx2	0	265.029	0.0038	-8.0554	0.63531	0.7059	0.680689285714286
ActiveMotif.Htt_histone_modifications.diffbind	Tx2	199	5044.1088	0.0396	-4.6568	0.00608	0.011259	0.00930612244897959
ActiveMotif.Htt_histone_modifications.diffbind	Tx2	248297	617087.8374	0.4024	-1.3134	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	Tx2	104953	255290.7455	0.4111	-1.2824	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	Tx2	273732	587751.3757	0.4657	-1.1024	1e-05	2.5424e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.diffbind	Tx2	2376	4889.1007	0.4861	-1.0407	0.16792	0.23322	0.2099
ActiveMotif.Htt_histone_modifications.diffbind	Tx2	9192	17505.3293	0.5251	-0.9293	0.05348	0.084442	0.0738220858895706
ActiveMotif.Htt_histone_modifications.diffbind	Tx2	162064	214811.8938	0.7544	-0.4065	0.05264	0.084	0.0731111111111111
ActiveMotif.Htt_histone_modifications.diffbind	Tx2	1039173	728688.5982	1.4261	0.5121	0.0031	0.0059615	0.00484375
ActiveMotif.Htt_histone_modifications.merged_peaks	Enh	6586	64702.315	0.1018	-3.2961	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Enh	790876	445106.9622	1.7768	0.8293	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Enh	2361820	399587.907	5.9106	2.5633	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Enh	1063968	121218.5634	8.7772	3.1338	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Enh	1503479	159503.8405	9.4259	3.2366	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhLo1	13563	88039.9291	0.1541	-2.6984	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhLo1	1003035	610474.9361	1.643	0.7164	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhLo1	632659	217205.7105	2.9127	1.5424	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhLo1	865819	166092.325	5.2129	2.3821	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhLo1	2940102	548973.2465	5.3556	2.4211	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhLo2	105180	371718.5429	0.283	-1.8213	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhLo2	3591486	2555699.5292	1.4053	0.4909	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhLo2	1908615	907194.8791	2.1039	1.073	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhLo2	2179390	687810.2146	3.1686	1.6638	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhLo2	9898084	2304864.8589	4.2944	2.1025	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhPois1	32945	221067.0444	0.149	-2.7463	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhPois1	3058067	1503982.0871	2.0333	1.0238	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhPois1	6234844	1347198.7053	4.628	2.2104	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhPois1	3222668	408258.9194	7.8937	2.9807	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhPois1	7265207	542905.5316	13.3821	3.7422	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhPois2	28075	321614.5669	0.0873	-3.5179	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhPois2	3717223	2196823.8144	1.6921	0.7588	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhPois2	1505332	591863.5338	2.5434	1.3467	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhPois2	6511304	1971000.171	3.3036	1.724	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	EnhPois2	2663190	781171.7562	3.4092	1.7694	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	HetCons	32670	555599.6266	0.0588	-4.088	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	HetCons	123630	738564.2435	0.1674	-2.5787	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	HetCons	344752	1945395.7068	0.1772	-2.4964	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	HetCons	792486	2281644.9414	0.3473	-1.5256	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	HetCons	8654036	339487.5853	25.4914	4.6719	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	HetFac	2721639	2317398.0637	1.1744	0.232	0.11331	0.11969	0.147368497109827
ActiveMotif.Htt_histone_modifications.merged_peaks	HetFac	491819	381724.9211	1.2884	0.3656	0.03067	0.033827	0.0436756329113924
ActiveMotif.Htt_histone_modifications.merged_peaks	HetFac	3121839	943172.17	3.3099	1.7268	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	HetFac	4201380	719271.4313	5.8412	2.5463	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	HetFac	15571140	2649612.7289	5.8768	2.555	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Quies	2052315	35967491.896	0.0571	-4.1314	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Quies	5187753	49226724.1123	0.1054	-3.2463	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Quies	35534674	126517087.1777	0.2809	-1.832	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Quies	92495473	139304926.2579	0.664	-0.5908	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Quies	18930982	19909869.4558	0.9508	-0.0727	0.11013	0.118	0.144065406976744
ActiveMotif.Htt_histone_modifications.merged_peaks	QuiesG	3799176	8287684.7372	0.4584	-1.1253	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	QuiesG	14753819	15484400.7187	0.9528	-0.0697	0.23394	0.23394	0.2765859375
ActiveMotif.Htt_histone_modifications.merged_peaks	QuiesG	21495302	20535166.6824	1.0468	0.0659	0.21677	0.2197	0.258059523809524
ActiveMotif.Htt_histone_modifications.merged_peaks	QuiesG	84484018	51732102.1031	1.6331	0.7076	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	QuiesG	97921741	57844629.7198	1.6928	0.7594	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssA	60897	294487.5282	0.2068	-2.2737	1e-05	1.1538e-05	1.81451612903226e-05
