Peakset	Annotation	Observed	Expected	Fold.Change	Log2FC	Pvalue	Qvalue	Adjusted.Pvalue
ActiveMotif.Htt_histone_modifications.merged_peaks	H3k4me1	69510437	18654406.7122	3.7262	1.8977	1e-05	1.1111e-05	1.66666666666667e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	H3k4me1	31003771	5678261.2834	5.4601	2.4489	1e-05	1.1111e-05	1.66666666666667e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	H3k4me1	41617512	7471292.0268	5.5703	2.4778	1e-05	1.1111e-05	1.66666666666667e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	H3k4me3	145358	362566.1127	0.4009	-1.3186	1e-05	1.1111e-05	1.66666666666667e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	H3k4me3	5682520	2475657.7924	2.2954	1.1987	1e-05	1.1111e-05	1.66666666666667e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	H3k4me3	14003772	2210465.0031	6.3352	2.6634	1e-05	1.1111e-05	1.66666666666667e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	H3k4me3	10805375	672543.1339	16.0664	4.006	1e-05	1.1111e-05	1.66666666666667e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	H3k4me3	16327548	893020.8476	18.2835	4.1925	1e-05	1.1111e-05	1.66666666666667e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	H3k9me3	233507	269563.8014	0.8662	-0.2072	0.19591	0.20267	0.228985714285714
ActiveMotif.Htt_histone_modifications.merged_peaks	H3k9me3	260992	239482.3752	1.0898	0.1241	0.25734	0.25734	0.293172151898734
ActiveMotif.Htt_histone_modifications.merged_peaks	H3k9me3	183425	93333.6698	1.9653	0.9747	1e-05	1.1111e-05	1.66666666666667e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	H3k9me3	156383	70682.4037	2.2125	1.1456	1e-05	1.1111e-05	1.66666666666667e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	H3k9me3	868582	39164.2644	22.1774	4.471	1e-05	1.1111e-05	1.66666666666667e-05
