Peakset	Annotation	Observed	Expected	Fold.Change	Log2FC	Pvalue	Qvalue	Adjusted.Pvalue
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_adult_PRC2neg_H3K27me3.filtered_qval_2.mm10.sorted.bed	5126	1200.0525	4.2688	2.0938	0.01118	0.018633	0.0147970588235294
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_adult_PRC2neg_H3K27me3.filtered_qval_2.mm10.sorted.bed	249302	48754.5423	5.1133	2.3543	1e-05	2e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_adult_PRC2neg_H3K27me3.filtered_qval_2.mm10.sorted.bed	235624	42478.2343	5.5468	2.4717	1e-05	2e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_adult_PRC2neg_H3K27me3.filtered_qval_2.mm10.sorted.bed	263803	40265.2049	6.5515	2.7118	1e-05	2e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_adult_PRC2neg_H3K27me3.filtered_qval_2.mm10.sorted.bed	270328	17224.6116	15.6934	3.9721	1e-05	2e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_adult_PRC2neg_H3K4me3.filtered_qval_2.mm10.sorted.bed	0	802.0821	0.0012	-9.6494	0.28788	0.35985	0.350124324324324
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_adult_PRC2neg_H3K4me3.filtered_qval_2.mm10.sorted.bed	0	50.346	0.0195	-5.6822	0.90401	0.90401	0.946056976744186
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_adult_PRC2neg_H3K4me3.filtered_qval_2.mm10.sorted.bed	12477	34745.1674	0.3591	-1.4775	5e-04	0.00071429	0.000703125
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_adult_PRC2neg_H3K4me3.filtered_qval_2.mm10.sorted.bed	39649	95067.9751	0.4171	-1.2617	1e-05	1.6667e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_adult_PRC2neg_H3K4me3.filtered_qval_2.mm10.sorted.bed	1386	2219.9607	0.6245	-0.6792	0.36678	0.40753	0.423207692307692
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_adult_PRC2neg_H3K4me3.filtered_qval_2.mm10.sorted.bed	21566	2956.9992	7.2911	2.8661	1e-05	1.6667e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_adult_PRC2neg_H3K4me3.filtered_qval_2.mm10.sorted.bed	1038737	100312.0596	10.355	3.3723	1e-05	1.6667e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_adult_PRC2neg_H3K4me3.filtered_qval_2.mm10.sorted.bed	2394793	118760.1026	20.1648	4.3338	1e-05	1.6667e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_adult_PRC2neg_H3K4me3.filtered_qval_2.mm10.sorted.bed	986281	41319.1926	23.8692	4.5771	1e-05	1.6667e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_adult_PRC2neg_H3K4me3.filtered_qval_2.mm10.sorted.bed	24779	854.145	28.9775	4.8569	1e-05	1.6667e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_adult_PRC2neg_H3K27ac.filtered_qval_2.mm10.sorted.bed	11951	133510.8777	0.0895	-3.4816	1e-05	1.25e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_adult_PRC2neg_H3K27ac.filtered_qval_2.mm10.sorted.bed	648976	906259.8985	0.7161	-0.4818	0.00068	0.00068	0.000927272727272727
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_adult_PRC2neg_H3K27ac.filtered_qval_2.mm10.sorted.bed	6615437	811189.503	8.1552	3.0277	1e-05	1.25e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_adult_PRC2neg_H3K27ac.filtered_qval_2.mm10.sorted.bed	6642788	327076.4913	20.3095	4.3441	1e-05	1.25e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_adult_PRC2neg_H3K27ac.filtered_qval_2.mm10.sorted.bed	5973542	248570.4197	24.0315	4.5869	1e-05	1.25e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_adult_PRC2neg_H3K27me3.filtered_qval_2.mm10.sorted.bed	1399447	1041109.8352	1.3442	0.4267	0.02131	0.02131	0.0273985714285714
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_adult_PRC2neg_H3K27me3.filtered_qval_2.mm10.sorted.bed	480533	173573.9703	2.7685	1.4691	1e-05	1.25e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_adult_PRC2neg_H3K27me3.filtered_qval_2.mm10.sorted.bed	2389070	420778.0255	5.6777	2.5053	1e-05	1.25e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_adult_PRC2neg_H3K27me3.filtered_qval_2.mm10.sorted.bed	8336869	1195949.2119	6.9709	2.8013	1e-05	1.25e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_adult_PRC2neg_H3K27me3.filtered_qval_2.mm10.sorted.bed	3425349	321118.0801	10.6669	3.4151	1e-05	1.25e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_adult_PRC2neg_H3K4me3.filtered_qval_2.mm10.sorted.bed	104646	415475.0018	0.2519	-1.9892	1e-05	1e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_adult_PRC2neg_H3K4me3.filtered_qval_2.mm10.sorted.bed	4278672	2824005.2912	1.5151	0.5994	1e-05	1e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_adult_PRC2neg_H3K4me3.filtered_qval_2.mm10.sorted.bed	18816423	2516717.3218	7.4766	2.9024	1e-05	1e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_adult_PRC2neg_H3K4me3.filtered_qval_2.mm10.sorted.bed	20297430	1018301.6641	19.9326	4.3171	1e-05	1e-05	1.5e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_adult_PRC2neg_H3K4me3.filtered_qval_2.mm10.sorted.bed	16309205	773635.0271	21.0812	4.3979	1e-05	1e-05	1.5e-05
