Peakset	Annotation	Observed	Expected	Fold.Change	Log2FC	Pvalue	Qvalue	Adjusted.Pvalue
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	HetFac	3520	129.551	26.9703	4.7533	0.00013	0.00035455	0.000339130434782609
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Quies	83065	1338975.3571	0.062	-4.0107	1e-05	3e-05	3e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Quies	2578	3942.2861	0.654	-0.6126	0.19847	0.27064	0.283528571428571
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	QuiesG	158	2165.9286	0.0734	-3.7686	0.06242	0.11704	0.12484
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	QuiesG	710940	617910.0737	1.1506	0.2023	0.12977	0.19465	0.216283333333333
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	TssA	0	93.671	0.0106	-6.5649	0.82502	0.91923	0.936577358490566
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	TssA	155082	22850.8149	6.7865	2.7627	1e-05	3e-05	3e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	TssAFlnk1	110	21.6014	4.9112	2.2961	0.06647	0.1173	0.128651612903226
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	TssAFlnk1	43640	4965.1911	8.7876	3.1355	1e-05	3e-05	3e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	TssAFlnk2	56	73.2579	0.7676	-0.3816	0.82731	0.91923	0.936577358490566
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	TssAFlnk2	83731	18195.5559	4.6015	2.2021	1e-05	3e-05	3e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	TssBiv	10121	5125.806	1.9743	0.9814	0.07219	0.12032	0.131254545454545
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	TssBiv	299	23.357	12.3168	3.6226	0.02796	0.05592	0.0599142857142857
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Tx1	0	15.5911	0.0603	-4.0523	0.96424	0.96424	0.97038
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Tx1	67897	3514.4315	19.3143	4.2716	1e-05	3e-05	3e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Tx2	0	746.1074	0.0013	-9.5452	0.38552	0.50285	0.53793488372093
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Tx2	937733	193319.2851	4.8507	2.2782	1e-05	3e-05	3e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Enh	0	37.6291	0.0259	-5.2716	0.91485	0.97038	0.97038
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Enh	16454	3161.5801	5.203	2.3794	1e-05	3e-05	3e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	EnhLo1	0	50.1296	0.0196	-5.6761	0.89994	0.97038	0.97038
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	EnhLo1	8860	4271.3038	2.0741	1.0525	0.03119	0.066836	0.0645310344827586
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	EnhLo2	0	232.035	0.0043	-7.8644	0.70742	0.88814	0.907034042553192
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	EnhLo2	45215	17744.0898	2.5481	1.3494	6e-05	0.00015	0.000163636363636364
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	EnhPois1	25	128.8377	0.2003	-2.3201	0.71051	0.88814	0.907034042553192
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	EnhPois1	41968	10998.4169	3.8156	1.9319	1e-05	3e-05	3e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	EnhPois2	0	187.2334	0.0053	-7.5564	0.67184	0.88814	0.895786666666667
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	EnhPois2	25263	15435.1812	1.6367	0.7108	0.0212	0.048923	0.0471111111111111
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	HetCons	0	16774.6887	1e-04	-14.0341	6e-05	0.00015	0.000163636363636364
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	HetCons	179	163.3352	1.0953	0.1314	0.13813	0.24355	0.223994594594595
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	HetFac	9147	18857.6322	0.4851	-1.0437	0.14613	0.24355	0.230731578947368
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	HetFac	19422	192.9359	100.1516	6.646	1e-05	3e-05	3e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Quies	0	13433.6329	1e-04	-13.7137	1e-05	3e-05	3e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Quies	40351	902700.6887	0.0447	-4.4835	1e-05	3e-05	3e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	QuiesG	1200	4815.3467	0.2494	-2.0037	0.18832	0.28484	0.277887804878049
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	QuiesG	453739	408639.8516	1.1104	0.151	0.18989	0.28484	0.277887804878049
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	TssA	0	165.7815	0.006	-7.3818	0.79182	0.91364	0.936577358490566
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	TssA	115979	15024.4774	7.7189	2.9484	1e-05	3e-05	3e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	TssAFlnk1	103	32.2521	3.1276	1.6451	0.08748	0.16403	0.154376470588235
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	TssAFlnk1	33176	3227.4296	10.2765	3.3613	1e-05	3e-05	3e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	TssAFlnk2	0	137.0283	0.0072	-7.1088	0.76261	0.91364	0.936577358490566
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	TssAFlnk2	69752	11995.2721	5.8146	2.5397	1e-05	3e-05	3e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	TssBiv	0	37.9226	0.0257	-5.2825	0.95095	0.97038	0.97038
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	TssBiv	7301	3389.5666	2.1536	1.1068	0.07031	0.14062	0.131254545454545
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Tx1	0	15.543	0.0604	-4.0481	0.97038	0.97038	0.97038
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Tx1	53355	2273.9346	23.4539	4.5518	1e-05	3e-05	3e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Tx2	0	1299.3569	8e-04	-10.3447	0.414	0.59143	0.564545454545454
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Tx2	640607	126672.8867	5.0571	2.3383	1e-05	3e-05	3e-05
