genes	logFC	logCPM	F	PValue	FDR	PeakRegion	Htt.LogFC	Htt.PValue	Htt.FDR
Q111_PeakRegion_1044_chr9_90166939_90168145	-0.955155609702363	-0.48059930101665	5.35646664381516	0.0244183265632496	0.998176896711307	Q111_PeakRegion_1044_chr9_90166939_90168145	-0.503272726047042	0.0931785310495346	0.154039039048879
Q111_PeakRegion_1007_chr8_130603554_130604365	1.11415177381721	-0.89871420863393	5.29059275526673	0.0252718013976758	0.998176896711307	Q111_PeakRegion_1007_chr8_130603554_130604365	-0.00688997302387312	0.984800372405457	0.988166891578052
WT_PeakRegion_1941_chr5_75116665_75117261	1.28513162542746	-1.10869435932606	5.07955887661525	0.0282280224392139	0.998176896711307	WT_PeakRegion_1941_chr5_75116665_75117261	-0.747150803316725	0.051851406003776	0.100011379807074
WT_PeakRegion_4649_chr12_114368684_114369241	-0.849403050147906	-0.1271156090001	5.06448624164711	0.0284528997976178	0.998176896711307	WT_PeakRegion_4649_chr12_114368684_114369241	-1.15139112261643	0.00385309055778524	0.0171650960894252
Shared_PeakRegion_385_chr4_145711886_145715369	-0.91423838093316	-0.23666505409947	4.97367095629131	0.0298491538674636	0.998176896711307	Shared_PeakRegion_385_chr4_145711886_145715369	-0.593858437760416	0.000109535377277619	0.00254947209623921
Shared_PeakRegion_1229_chr15_19607721_19609530	-1.09852539858723	-0.861078086609181	4.95265688402216	0.0301826040083004	0.998176896711307	Shared_PeakRegion_1229_chr15_19607721_19609530	-1.04294851978403	0.000178030608345123	0.00323795084059021
WT_PeakRegion_3537_chr8_112147157_112148116	-1.40300284612881	-1.2624327661045	4.93594376787428	0.0304506623057722	0.998176896711307	WT_PeakRegion_3537_chr8_112147157_112148116	-0.701413730855088	0.0509404406202834	0.0986903137997053
Shared_PeakRegion_387_chr4_145739114_145744044	-0.790527331012277	0.337414855553365	4.89553532987681	0.0311093878992435	0.998176896711307	Shared_PeakRegion_387_chr4_145739114_145744044	-0.506757794755674	0.000599322599199614	0.00590218257757905
WT_PeakRegion_1568_chr4_142723703_142724065	-1.09070424480082	-0.886898643708838	4.87702535942894	0.0314162296267752	0.998176896711307	WT_PeakRegion_1568_chr4_142723703_142724065	-1.63249800961525	0.000281971588287193	0.00410172121658683
WT_PeakRegion_795_chr2_170034730_170035166	-1.51769158922376	-1.35671121118455	4.79419548258451	0.0328297182986359	0.998176896711307	WT_PeakRegion_795_chr2_170034730_170035166	-1.18985258096537	0.00386802063495794	0.0171958050163804
WT_PeakRegion_683_chr2_112613161_112613728	0.780777412929341	0.200168826116334	4.74751988811083	0.0336562446079547	0.998176896711307	WT_PeakRegion_683_chr2_112613161_112613728	-1.33554553313383	0.00151757688131389	0.00998772003896835
Shared_PeakRegion_1466_chrX_14147522_14149639	-1.24910181846588	-1.11571479139934	4.64178502664952	0.0356126159267725	0.998176896711307	Shared_PeakRegion_1466_chrX_14147522_14149639	-1.0754842049145	0.000275565220034289	0.00406689620126025
WT_PeakRegion_1080_chr3_93250187_93251063	-0.629296495293612	2.1843211824902	4.56588368206227	0.0370924067929902	0.998176896711307	WT_PeakRegion_1080_chr3_93250187_93251063	-0.824343943601535	0.0110314122247463	0.0338563327141996
Shared_PeakRegion_299_chr4_61345749_61349622	-0.88434035539937	-0.483870659882263	4.4501953359159	0.0394769986709609	0.998176896711307	Shared_PeakRegion_299_chr4_61345749_61349622	-1.05610367211483	1.12816332502412e-06	0.000262988746949137
Shared_PeakRegion_1333_chr17_13444359_13446791	-0.827105556258385	-0.292592162976361	4.39577843750037	0.0406554567183696	0.998176896711307	Shared_PeakRegion_1333_chr17_13444359_13446791	-0.628049915581332	0.00211253993933301	0.0119184247404869
Shared_PeakRegion_160_chr2_162420311_162422555	-1.0757114678163	-1.00781105649305	4.2403481333805	0.0442361092746148	0.998176896711307	Shared_PeakRegion_160_chr2_162420311_162422555	-1.1796763431912	1.28334326888854e-05	0.00085969564714885
WT_PeakRegion_6369_chr19_57745477_57746838	-0.744789777982038	0.39556452581641	4.20057340468739	0.0452063171006336	0.998176896711307	WT_PeakRegion_6369_chr19_57745477_57746838	-0.885729839476506	0.012954847590047	0.037920740854301
WT_PeakRegion_5362_chr15_25387389_25387898	-1.39444743859903	-1.36594305138078	4.16313389692931	0.0461406696961855	0.998176896711307	WT_PeakRegion_5362_chr15_25387389_25387898	-1.56063522507907	0.000386472181863549	0.00467259902259969
