Peakset	Annotation	Observed	Expected	Fold.Change	Log2FC	Pvalue	Qvalue	Adjusted.Pvalue
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.all_reproducible	H3K9me3	141645	157429.2768	0.8997	-0.1524	0.25848	0.25848	0.352472727272727
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.all_reproducible	H3K9me3.Q111-enriched	66258	38514.9644	1.7203	0.7827	0.00476	0.0119	0.00952
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.all_reproducible	H3K9me3.WT-enriched	186	269.1666	0.6922	-0.5308	0.71797	0.79774	0.8974625
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	EZH2	1903156	171021.7777	11.1281	3.4761	1e-05	1.25e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	EZH2.Q111-enriched	3838	166.4736	22.923	4.5187	0.00767	0.019175	0.01438125
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	EZH2.WT-enriched	0	10.6912	0.0855	-3.5473	0.9875	0.9875	0.99285
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	H3K27Ac	2383687	537388.4495	4.4357	2.1492	1e-05	1.25e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	H3K27Ac.Q111-enriched	67819	6529.4582	10.3852	3.3765	1e-05	5e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	H3K27Ac.WT-enriched	21384	8331.1967	2.5666	1.3598	0.03897	0.07794	0.06495
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	H3K27me3	188896	589869.0284	0.3202	-1.6428	1e-05	1.25e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	H3K27me3.Q111-enriched	0	406.0497	0.0025	-8.6691	0.79645	0.9875	0.95574
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	H3K27me3.WT-enriched	35536	21000.5891	1.6921	0.7588	0.10261	0.17102	0.166394594594595
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	H3K4me3	1512694	215824.9408	7.0089	2.8092	1e-05	1.25e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	H3K4me3.Q111-enriched	156499	27716.2322	5.6463	2.4973	1e-05	5e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	H3K4me3.WT-enriched	1398	548.5222	2.5458	1.3481	0.15406	0.22009	0.225453658536585
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	H3K9me3	57571	67569.3305	0.852	-0.231	0.30103	0.30103	0.401373333333333
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	H3K9me3.Q111-enriched	41689	16436.1634	2.5363	1.3427	0.00337	0.011233	0.00697241379310345
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	H3K9me3.WT-enriched	0	104.4548	0.0095	-6.7205	0.89214	0.9875	0.988007142857143
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	EZH2	1535167	123891.2087	12.3912	3.6312	1e-05	1.25e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	EZH2.Q111-enriched	29	119.7957	0.2484	-2.0095	0.88697	0.98552	0.988007142857143
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	EZH2.WT-enriched	0	6.8795	0.1269	-2.9781	0.98671	0.98671	0.99285
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	H3K27Ac	1853248	389166.6608	4.7621	2.2516	1e-05	1.25e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	H3K27Ac.Q111-enriched	50406	4780.4688	10.5422	3.3981	1e-05	5e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	H3K27Ac.WT-enriched	18129	6222.0001	2.9134	1.5427	0.02446	0.04892	0.0444727272727273
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	H3K27me3	165135	427397.0771	0.3864	-1.3719	1e-05	1.25e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	H3K27me3.Q111-enriched	0	285.094	0.0035	-8.1603	0.66562	0.95089	0.849727659574468
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	H3K27me3.WT-enriched	22457	15452.7421	1.4532	0.5393	0.18108	0.3018	0.258685714285714
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	H3K4me3	1218896	156307.2117	7.798	2.9631	1e-05	1.25e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	H3K4me3.Q111-enriched	116307	20040.2005	5.8034	2.5369	1e-05	5e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	H3K4me3.WT-enriched	7346	402.2596	18.219	4.1874	0.00149	0.003725	0.00319285714285714
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	H3K9me3	52052	49679.8739	1.0477	0.0673	0.38741	0.38741	0.505317391304348
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	H3K9me3.Q111-enriched	38639	11931.9057	3.2381	1.6951	0.00028	0.00093333	0.000622222222222222
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	H3K9me3.WT-enriched	0	79.9808	0.0123	-6.3395	0.84924	0.98552	0.979892307692308
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	EZH2	1153507	89616.2699	12.8715	3.6861	1e-05	1.6667e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	EZH2.Q111-enriched	29	83.561	0.3548	-1.495	0.94218	0.99285	0.991768421052632
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	EZH2.WT-enriched	0	5.3986	0.1563	-2.6778	0.99285	0.99285	0.99285
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	H3K27Ac	1354940	281452.0612	4.8141	2.2673	1e-05	1.6667e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	H3K27Ac.Q111-enriched	36323	3397.7392	10.6875	3.4179	1e-05	5e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	H3K27Ac.WT-enriched	14213	4472.834	3.1771	1.6677	0.03869	0.096725	0.06495
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	H3K27me3	112054	307733.9688	0.3641	-1.4575	4e-05	5e-05	1e-04
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	H3K27me3.Q111-enriched	0	205.4886	0.0048	-7.6899	0.83507	0.99285	0.979892307692308
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	H3K27me3.WT-enriched	19092	11094.6662	1.7208	0.783	0.14142	0.28284	0.217569230769231
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	H3K4me3	911839	112790.5895	8.0843	3.0151	1e-05	1.6667e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	H3K4me3.Q111-enriched	77014	14509.3179	5.3076	2.4081	1e-05	5e-05	2.60869565217391e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	H3K4me3.WT-enriched	0	291.9195	0.0034	-8.1944	0.75284	0.99285	0.921844897959184
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	H3K9me3	47096	35785.061	1.3161	0.3962	0.14967	0.14967	0.224505
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	H3K9me3.Q111-enriched	38136	8617.0434	4.4253	2.1458	8e-05	0.00026667	0.000184615384615385
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	H3K9me3.WT-enriched	0	56.9672	0.0173	-5.8572	0.92214	0.99285	0.988007142857143
