Peakset	Annotation	Observed	Expected	Fold.Change	Log2FC	Pvalue	Qvalue	Adjusted.Pvalue
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	340410	53463.9867	6.367	2.6706	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	Cortex_08wks_pQ.filtered_qval_5.mm10.sorted.bed	194076	26784.7829	7.2455	2.8571	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	Cortex_08wks_WT.filtered_qval_5.mm10.sorted.bed	191433	28085.3872	6.8159	2.7689	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	295440	40996.9995	7.2062	2.8492	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	305661	45669.3076	6.6928	2.7426	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	174408	25599.6809	6.8127	2.7682	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	166807	22697.2673	7.3489	2.8775	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	227617	34222.4019	6.6509	2.7336	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	275223	38880.8362	7.0785	2.8234	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	Cortex_08wks_pQ.filtered_qval_5.mm10.sorted.bed	147685	19197.157	7.6927	2.9435	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	Cortex_08wks_WT.filtered_qval_5.mm10.sorted.bed	143261	20142.9352	7.1119	2.8302	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	229053	29413.6675	7.7871	2.9611	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	236558	32787.371	7.2147	2.8509	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	130998	18389.0535	7.1234	2.8326	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	121813	16294.252	7.4754	2.9022	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	178327	24572.5752	7.2569	2.8594	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	218427	27935.9124	7.8186	2.9669	1e-05	1e-05	1e-05
