Peakset	Annotation	Observed	Expected	Fold.Change	Log2FC	Pvalue	Qvalue	Adjusted.Pvalue
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	TssAFlnk2	154031	30960.3347	4.975	2.3147	1e-05	1.5e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	TssBiv	20120	8755.384	2.2979	1.2003	0.00863	0.010788	0.010356
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	Tx1	94573	5723.6862	16.5204	4.0462	1e-05	1.5e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	Tx2	1629616	332526.4538	4.9007	2.293	1e-05	1.5e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	Enh	37324	6039.2854	6.1793	2.6275	1e-05	1.5e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	EnhLo1	15747	8194.0705	1.9216	0.9423	0.01087	0.011646	0.0127882352941176
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	EnhLo2	84061	34138.6334	2.4623	1.3	1e-05	1.5e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	EnhPois1	97476	20661.0454	4.7177	2.2381	1e-05	1.5e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	EnhPois2	46751	29318.1749	1.5946	0.6732	0.0025	0.003125	0.00326086956521739
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	HetCons	2921	30439.1777	0.096	-3.3809	1e-05	1.5e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	HetFac	80232	35933.0449	2.2328	1.1588	0.00206	0.0028091	0.00274666666666667
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	Quies	85392	1729815.476	0.0494	-4.3404	1e-05	1.5e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	QuiesG	801134	769711.0608	1.0408	0.0577	0.31189	0.31189	0.317176271186441
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	TssA	273710	28170.2076	9.716	3.2804	1e-05	1.5e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	TssAFlnk1	58417	5998.8391	9.7366	3.2834	1e-05	1.5e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	TssAFlnk2	145207	22548.5821	6.4395	2.6869	1e-05	1.5e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	TssBiv	16712	6375.232	2.6211	1.3902	0.00432	0.0049846	0.0054
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	Tx1	91616	4155.3124	22.0429	4.4622	1e-05	1.5e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.all_reproducible	Tx2	1133847	239048.858	4.7431	2.2458	1e-05	1.5e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	Enh	28531	4358.6856	6.5445	2.7103	1e-05	1.6667e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	EnhLo1	11988	5918.0741	2.0255	1.0183	0.01959	0.024487	0.022177358490566
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	EnhLo2	64470	24639.5001	2.6165	1.3876	1e-05	1.6667e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	EnhPois1	77243	14850.5524	5.2011	2.3788	1e-05	1.6667e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	EnhPois2	31495	21114.651	1.4916	0.5769	0.02728	0.029229	0.0292285714285714
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	HetCons	2652	21564.0649	0.123	-3.023	0.00065	0.000975	0.000906976744186047
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	HetFac	52723	25897.8898	2.0358	1.0256	0.02203	0.025419	0.0244777777777778
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	Quies	52425	1245007.5129	0.0421	-4.5697	1e-05	1.6667e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	QuiesG	557183	556935.0711	1.0004	6e-04	0.49279	0.49279	0.49279
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	TssA	218116	20246.0313	10.7728	3.4293	1e-05	1.6667e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	TssAFlnk1	41010	4311.684	9.5094	3.2494	1e-05	1.6667e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	TssAFlnk2	109118	16212.6934	6.7301	2.7506	1e-05	1.6667e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	TssBiv	14497	4577.2429	3.1667	1.663	0.00361	0.0049227	0.00460851063829787
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	Tx1	64482	2999.3553	21.4918	4.4257	1e-05	1.6667e-05	1.46341463414634e-05
Htt_ChIPSeq.2017_2020_together.any_3_samples.reproducibility_groups.conditionally_reproducible	Tx2	815058	172357.9912	4.7288	2.2415	1e-05	1.6667e-05	1.46341463414634e-05
