Peakset	Annotation	Observed	Expected	Fold.Change	Log2FC	Pvalue	Qvalue	Adjusted.Pvalue
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	0	52.8678	0.0186	-5.7514	0.90168	0.90168	0.94578
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	38657	98021.9333	0.3944	-1.3424	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	32568	36331.2778	0.8964	-0.1578	0.32205	0.35783	0.371596153846154
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	4738	2307.2512	2.0531	1.0378	0.0901	0.12871	0.120133333333333
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	875806	103026.1291	8.5007	3.0876	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	44303	3108.2064	14.2493	3.8328	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	2166606	120981.2131	17.9085	4.1626	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	980198	42749.6791	22.9283	4.5191	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	28858	894.5039	32.2265	5.0102	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	0	918.3145	0.0011	-9.8444	0.24816	0.3102	0.3008
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	0	57.614	0.0171	-5.8732	0.89429	0.89429	0.94578
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	47540	109352.704	0.4347	-1.2018	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	38259	40476.1784	0.9452	-0.0813	0.41018	0.45576	0.458566666666667
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	5841	2571.1094	2.2713	1.1835	0.05365	0.076643	0.0723370786516854
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	1036735	114803.3305	9.0305	3.1748	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	54939	3455.0382	15.8968	3.9907	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	2366671	134978.4517	17.5336	4.132	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	1163532	47724.04	24.3799	4.6076	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	32101	996.6205	32.1786	5.008	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	0	521.0373	0.0019	-9.028	0.43908	0.48787	0.474789189189189
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	0	31.1411	0.0311	-5.0063	0.93834	0.93834	0.94578
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	10733	61059.3904	0.1758	-2.508	1e-05	2e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	883	1417.2551	0.6233	-0.682	0.39195	0.48787	0.443716981132075
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	17118	22410.6431	0.7638	-0.3886	0.17131	0.24473	0.216391578947368
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	290757	64073.5237	4.5378	2.182	1e-05	2e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	10170	1913.7669	5.3119	2.4092	2e-05	3.3333e-05	2.89156626506024e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	1297405	75510.011	17.1817	4.1028	1e-05	2e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	663535	26524.5286	25.015	4.6447	1e-05	2e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	19701	549.102	35.8152	5.1625	1e-05	2e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	0	463.2131	0.0022	-8.8586	0.48157	0.53508	0.515967857142857
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	0	27.6957	0.0348	-4.8428	0.94578	0.94578	0.94578
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	7133	53800.2385	0.1326	-2.9149	1e-05	2e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	14312	19669.6888	0.7276	-0.4587	0.15232	0.2176	0.196541935483871
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	1930	1253.3517	1.5394	0.6224	0.24722	0.30902	0.3008
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	131922	56587.1202	2.3313	1.2211	1e-05	2e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	8175	1669.4865	4.8944	2.2911	0.00024	4e-04	0.000338823529411765
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	1029620	66833.7651	15.4055	3.9454	1e-05	2e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	547498	23353.1147	23.4434	4.5511	1e-05	2e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	14407	489.1212	29.3968	4.8776	1e-05	2e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	0	691.2925	0.0014	-9.4352	0.3353	0.37256	0.3832
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	0	43.3615	0.0225	-5.4712	0.91761	0.91761	0.94578
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	18541	81890.0282	0.2264	-2.1429	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	23073	30281.9941	0.7619	-0.3922	0.13605	0.19436	0.179406593406593
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	3384	1919.3014	1.7627	0.8178	0.15889	0.19861	0.20283829787234
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	702272	86139.7806	8.1526	3.0273	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	22115	2583.5597	8.557	3.0971	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	1860312	101244.9217	18.3742	4.1996	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	888372	35805.8298	24.8102	4.6329	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	26218	746.1465	35.0922	5.1331	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	0	784.6939	0.0013	-9.6178	0.30012	0.37515	0.353082352941176
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	0	48.6825	0.0201	-5.6347	0.90836	0.90836	0.94578
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	23770	92987.8603	0.2556	-1.9679	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	32966	34418.577	0.9578	-0.0622	0.43918	0.48798	0.474789189189189
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	3485	2188.9024	1.5919	0.6707	0.19881	0.28401	0.2485125
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	860083	97923.9564	8.7831	3.1347	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	27288	2942.0154	9.2725	3.213	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	2082947	115073.9567	18.1008	4.178	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	980349	40687.7457	24.0939	4.5906	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.diffbind	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	30107	852.0632	35.294	5.1414	1e-05	1.6667e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_08wks_pQ.filtered_qval_5.mm10.sorted.bed	31380	279321.8785	0.1123	-3.154	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_08wks_pQ.filtered_qval_5.mm10.sorted.bed	1429285	1914626.4259	0.7465	-0.4218	0.00131	0.00131	0.00180689655172414
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_08wks_pQ.filtered_qval_5.mm10.sorted.bed	13477592	1705627.3968	7.9018	2.9822	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_08wks_pQ.filtered_qval_5.mm10.sorted.bed	14112042	686756.6554	20.5488	4.361	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_08wks_pQ.filtered_qval_5.mm10.sorted.bed	11132712	519743.4341	21.4196	4.4209	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_08wks_WT.filtered_qval_5.mm10.sorted.bed	32941	292511.6148	0.1126	-3.1505	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_08wks_WT.filtered_qval_5.mm10.sorted.bed	1503819	1994061.7898	0.7541	-0.4071	0.00184	0.00184	0.00250909090909091
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_08wks_WT.filtered_qval_5.mm10.sorted.bed	13988255	1775108.0082	7.8802	2.9782	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_08wks_WT.filtered_qval_5.mm10.sorted.bed	14647608	715319.1918	20.477	4.3559	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_08wks_WT.filtered_qval_5.mm10.sorted.bed	11530127	541717.118	21.2844	4.4117	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	89017	427895.2692	0.208	-2.2651	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	4345844	2915839.912	1.4904	0.5757	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	19563094	2608658.0945	7.4993	2.9068	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	15383592	793934.9296	19.3764	4.2762	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	21380124	1054147.4852	20.2819	4.3421	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	113174	476939.3554	0.2373	-2.0753	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	5470387	3249722.1116	1.6833	0.7513	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	21165343	2904324.5245	7.2875	2.8654	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	16551747	884885.0617	18.7049	4.2253	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	23466467	1174104.5434	19.9867	4.321	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	29926	266491.7239	0.1123	-3.1546	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	1239347	1824531.9531	0.6793	-0.5579	3e-05	3e-05	4.28571428571429e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	12858798	1624673.6099	7.9147	2.9845	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	13405950	653067.8933	20.5276	4.3595	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	10646473	495281.4718	21.4958	4.426	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	26856	235458.8396	0.1141	-3.1321	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	594065	1615334.1877	0.3678	-1.4431	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	11395233	1434223.2047	7.9452	2.9901	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	11736243	576606.5569	20.354	4.3472	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	9607022	437701.1258	21.9488	4.4561	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	53927	357810.2314	0.1507	-2.7301	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	3201952	2440169.6556	1.3122	0.392	0.00025	0.00025	0.000348837209302326
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	16713551	2177592.7403	7.6752	2.9402	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	13501043	664157.6812	20.328	4.3454	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	18099660	880581.8756	20.5542	4.3614	1e-05	1.25e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	65784	406546.6873	0.1618	-2.6276	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	3861550	2768994.3087	1.3946	0.4798	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	18918579	2473964.2879	7.6471	2.9349	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	15076491	754137.6334	19.9917	4.3213	1e-05	1e-05	1.46341463414634e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	20559918	1000452.1926	20.5506	4.3611	1e-05	1e-05	1.46341463414634e-05
