Feature.ID	logFC	logCPM	F	PValue	FDR	Nearest.Gene	Gene.Distance
H3K4me3_Striata_PeakRegion_10011_chr10_62446400_62451799	-0.0244542536795326	6.20925171223039	0.0955065530572849	0.764652378293178	0.950417488696437	ENSMUSG00000020079.15_Supv3l1,ENSMUSG00000097129.1_4930507D05Rik	0,0
H3K4me3_Striata_PeakRegion_10012_chr10_62484200_62488599	0.15385866061914	5.41232542056964	2.5569564081885	0.145875200024942	0.730848247727988	ENSMUSG00000020078.16_Vps26a	0
H3K4me3_Striata_PeakRegion_10013_chr10_62505200_62509399	-0.278612975394324	2.82002347839012	2.04063722108435	0.188473570293458	0.750471665952291	ENSMUSG00000020077.14_Srgn	0
H3K4me3_Striata_PeakRegion_10014_chr10_62575000_62580199	0.0770647944475473	5.73835104902935	0.32200273924177	0.584925985381501	0.907009290442918	ENSMUSG00000036955.16_Kif1bp,ENSMUSG00000105203.1_4933428P19Rik	0,0
H3K4me3_Striata_PeakRegion_10015_chr10_62599200_62603999	0.00583033165709064	5.94882981163539	0.00293479597395718	0.958035412294533	0.992663916345654	ENSMUSG00000020075.8_Ddx21,ENSMUSG00000112347.1_Gm47257	0,0
H3K4me3_Striata_PeakRegion_10016_chr10_62648200_62653199	0.135523490803431	6.31309603612552	1.19836911090239	0.30338548367115	0.813496930236067	ENSMUSG00000020076.7_Ddx50	0
H3K4me3_Striata_PeakRegion_10017_chr10_62664200_62665199	-0.149402955237542	0.321598115780453	0.227460817968487	0.64530920423899	0.921921879363258	ENSMUSG00000036923.12_Stox1	0
H3K4me3_Striata_PeakRegion_10018_chr10_62724000_62728399	0.163208320430781	4.75257231228205	2.19694651107244	0.174005586661054	0.74619833831253	ENSMUSG00000036923.12_Stox1	0
H3K4me3_Striata_PeakRegion_10019_chr10_62789400_62794199	0.121829743660673	5.77266935573001	0.97482126825505	0.350467609787372	0.830334327874314	ENSMUSG00000020074.7_Ccar1	0
H3K4me3_Striata_PeakRegion_1001_chr1_187605600_187610999	0.357472240384849	4.12289903826713	3.72016363498676	0.087380951789084	0.691337943980699	ENSMUSG00000026610.13_Esrrg	0
H3K4me3_Striata_PeakRegion_10020_chr10_62862800_62868399	0.047251225371502	5.88109899235814	0.189398410400345	0.674144545965024	0.931902628476248	ENSMUSG00000047146.17_Tet1	0
H3K4me3_Striata_PeakRegion_10021_chr10_62885000_62888199	0.0532268806545258	4.44634233476381	0.220971952047389	0.650002652120504	0.923391248364293	ENSMUSG00000047146.17_Tet1	0
H3K4me3_Striata_PeakRegion_10022_chr10_62918400_62924399	0.145283513880811	6.14654905175499	2.72765306684611	0.134621649187394	0.726179845327742	ENSMUSG00000088674.1_Gm22803,ENSMUSG00000071253.8_Slc25a16,ENSMUSG00000088875.1_Gm25862	0,0,0
H3K4me3_Striata_PeakRegion_10023_chr10_62946400_62949399	0.184562632960757	3.67438613475999	2.24839154707122	0.169569254456819	0.746158746314128	ENSMUSG00000071253.8_Slc25a16,ENSMUSG00000036875.15_Dna2	0,0
H3K4me3_Striata_PeakRegion_10024_chr10_62978000_62983799	0.0265933735652475	5.22272418347297	0.0342216153548039	0.857529059563927	0.972145510242764	ENSMUSG00000020070.18_Rufy2	0
H3K4me3_Striata_PeakRegion_10025_chr10_63020200_63027599	-0.0207569552308908	6.8906838676131	0.0123632469520981	0.914019560246614	0.983496775333293	ENSMUSG00000020069.16_Hnrnph3,ENSMUSG00000020072.15_Pbld2	0,0
H3K4me3_Striata_PeakRegion_10026_chr10_63089200_63091399	-0.103180821386514	2.87249552915549	0.498959654464857	0.498663358969689	0.882408029985581	ENSMUSG00000104481.1_Gm38063	-6950
H3K4me3_Striata_PeakRegion_10027_chr10_63099000_63102399	0.0875167134112205	4.70199602777037	0.347547976087103	0.57067906672539	0.904210953537328	ENSMUSG00000036816.4_Atoh7	0
H3K4me3_Striata_PeakRegion_10028_chr10_63241200_63246199	0.106466640859056	6.33798135811878	0.183616686953353	0.678825081695252	0.932823392595006	ENSMUSG00000045391.4_1700120B22Rik,ENSMUSG00000020064.9_Herc4	0,0
H3K4me3_Striata_PeakRegion_10029_chr10_63336000_63340799	0.0950601418853071	4.6719075997533	0.947398421450615	0.35698675657132	0.832208495523878	ENSMUSG00000020063.16_Sirt1	0
H3K4me3_Striata_PeakRegion_1002_chr1_187648800_187654599	0.185647939381666	5.1065293749876	2.14506452459199	0.178637702416394	0.746401076087383	ENSMUSG00000026610.13_Esrrg,ENSMUSG00000103961.1_Gm36388	0,0
H3K4me3_Striata_PeakRegion_10030_chr10_63380000_63383399	-0.00196323132924497	4.67771465366001	0.000283025275243045	0.986961704472008	0.998424644983971	ENSMUSG00000020063.16_Sirt1,ENSMUSG00000036764.12_Dnajc12	0,0
H3K4me3_Striata_PeakRegion_10031_chr10_63385400_63388799	-0.0369324519763206	4.42071645891029	0.0615720530284961	0.809856839293234	0.960860911693823	ENSMUSG00000036764.12_Dnajc12	0
H3K4me3_Striata_PeakRegion_10032_chr10_63426400_63431999	0.0934783684429679	6.09868219477947	0.745951735328927	0.411222930475691	0.853538326426374	ENSMUSG00000060843.11_Ctnna3	0
H3K4me3_Striata_PeakRegion_10033_chr10_63480000_63481799	-0.188299314170857	1.13056814816949	0.606827694417164	0.456902964873227	0.869603374042675	ENSMUSG00000060843.11_Ctnna3	0
H3K4me3_Striata_PeakRegion_10034_chr10_63582600_63584199	-0.132886653010014	1.56460676611314	0.378888638090972	0.554151178210678	0.899197118168531	ENSMUSG00000060843.11_Ctnna3	0
H3K4me3_Striata_PeakRegion_10035_chr10_64082400_64091599	-0.0444098750815302	7.24869614997252	0.137969370318235	0.71930207990517	0.943086156732185	ENSMUSG00000060843.11_Ctnna3,ENSMUSG00000042846.8_Lrrtm3	0,0
H3K4me3_Striata_PeakRegion_10036_chr10_66889600_66890999	-0.198730052842455	1.57276782250324	0.215351094944846	0.654137870770756	0.924642200960858	ENSMUSG00000112267.1_Gm47903	0
H3K4me3_Striata_PeakRegion_10037_chr10_66919200_66922599	0.0169145816612684	3.17621663868973	0.00804880470124733	0.930570035115961	0.986516059683223	ENSMUSG00000097134.2_1110002J07Rik,ENSMUSG00000097921.2_Gm26576	0,0
H3K4me3_Striata_PeakRegion_10038_chr10_67001800_67005799	0.0261244315378026	3.57711661858252	0.0440690933583673	0.838618362468044	0.967102200993144	ENSMUSG00000112925.1_Gm31763	0
H3K4me3_Striata_PeakRegion_10039_chr10_67038600_67039799	-0.0324755988054078	1.25316013635666	0.0217799072046545	0.886079127669829	0.977700892787542	ENSMUSG00000112925.1_Gm31763,ENSMUSG00000019873.8_Reep3	0,0
H3K4me3_Striata_PeakRegion_1003_chr1_187693600_187695599	-0.139883135432281	1.30056206097159	0.546496986452855	0.479461206637533	0.879842375442778	ENSMUSG00000026610.13_Esrrg	0
H3K4me3_Striata_PeakRegion_10040_chr10_67061200_67062799	0.0852869274855298	1.78032675050013	0.149157013091899	0.708731596185034	0.941859292927193	ENSMUSG00000019873.8_Reep3	0
H3K4me3_Striata_PeakRegion_10041_chr10_67075800_67077199	-0.218816999240597	1.36925778262285	0.754122760509119	0.408775463458175	0.853538326426374	ENSMUSG00000019873.8_Reep3	0
H3K4me3_Striata_PeakRegion_10042_chr10_67094200_67101399	0.0109214104953502	6.35663514113618	0.0159329029580799	0.902457634792875	0.981308587275477	ENSMUSG00000019873.8_Reep3,ENSMUSG00000037876.17_Jmjd1c	0,0
H3K4me3_Striata_PeakRegion_10043_chr10_67123600_67129799	0.038287173971531	3.92180743874165	0.109952589362839	0.748142781086079	0.9469460823125	ENSMUSG00000037876.17_Jmjd1c	0
H3K4me3_Striata_PeakRegion_10044_chr10_67184600_67189599	-0.19544774483752	4.02164533613638	0.601617495910059	0.458777973026374	0.871074821256679	ENSMUSG00000037876.17_Jmjd1c	0
H3K4me3_Striata_PeakRegion_10045_chr10_67281600_67285999	0.116037903307151	5.23726339457975	0.519278550465026	0.490289599626552	0.8815392481195	ENSMUSG00000075000.11_Nrbf2	0
H3K4me3_Striata_PeakRegion_10046_chr10_67320200_67321599	-0.109952757864786	1.428306442462	0.188965843799878	0.674491722156316	0.932073019279732	ENSMUSG00000112314.1_Gm49454	0
H3K4me3_Striata_PeakRegion_10047_chr10_67534600_67542399	0.237589490820207	6.59676703040229	11.1159442156876	0.00932898744585063	0.66991613351354	ENSMUSG00000037868.15_Egr2	0
H3K4me3_Striata_PeakRegion_10048_chr10_67544400_67552399	0.162414172347212	7.14515941600207	1.84911286749822	0.208496270346641	0.760248157074422	ENSMUSG00000057134.5_Ado	0
H3K4me3_Striata_PeakRegion_10049_chr10_67646000_67649799	-0.0503131891174641	3.02928278107069	0.0467230112054219	0.833911283118699	0.965636953634901	ENSMUSG00000112097.1_Gm32515	-15560
H3K4me3_Striata_PeakRegion_1004_chr1_187996800_187999599	-0.00671806606188034	3.24649122599594	0.00366762480007083	0.953094121034045	0.991082569358746	ENSMUSG00000026610.13_Esrrg	0
H3K4me3_Striata_PeakRegion_10050_chr10_67900200_67914199	-0.0115564651581906	6.3230317754497	0.0240609405313051	0.880312668056376	0.976682008219305	ENSMUSG00000037855.15_Zfp365	0
H3K4me3_Striata_PeakRegion_10051_chr10_67978600_67982399	0.145208050906254	4.55584807690897	0.501236531139558	0.497712149656334	0.882314634114507	ENSMUSG00000037846.18_Rtkn2	0
H3K4me3_Striata_PeakRegion_10052_chr10_68104600_68106799	-0.143819025672223	1.43501612852517	0.468025252458716	0.511925041115738	0.885231770888295	ENSMUSG00000019947.10_Arid5b	0
H3K4me3_Striata_PeakRegion_10053_chr10_68131200_68138599	0.00950425607958205	4.87633725292234	0.0059011514045488	0.940526580334317	0.98918023288339	ENSMUSG00000019947.10_Arid5b	0
H3K4me3_Striata_PeakRegion_10054_chr10_68191000_68193199	0.0226056680491221	0.833114203405917	0.00282513054723173	0.958826089136871	0.992865999573443	ENSMUSG00000019947.10_Arid5b	0
H3K4me3_Striata_PeakRegion_10055_chr10_68274800_68283799	0.129493502047902	6.65546836639859	2.35922743896736	0.160509763019943	0.737395880444578	ENSMUSG00000019947.10_Arid5b	0
H3K4me3_Striata_PeakRegion_10056_chr10_68322800_68324599	-0.179907076634223	1.9424234839005	0.307198026503035	0.593535069682904	0.908943560160447	ENSMUSG00000112275.1_Gm47078	0
H3K4me3_Striata_PeakRegion_10057_chr10_68540600_68542599	-0.193056033382682	3.38326079774809	1.43969036518275	0.262228759240856	0.793162411515418	ENSMUSG00000019945.10_Cabcoco1	0
H3K4me3_Striata_PeakRegion_10058_chr10_68723400_68724999	0.163448570049597	1.94836156529477	0.752224143368201	0.409342054646795	0.853538326426374	ENSMUSG00000060044.8_Tmem26	0
H3K4me3_Striata_PeakRegion_10059_chr10_69210200_69215799	0.0761111927072171	5.8566631774515	0.318010143980213	0.58722114617204	0.907009290442918	ENSMUSG00000019944.14_Rhobtb1,ENSMUSG00000090622.1_A930033H14Rik	0,0
H3K4me3_Striata_PeakRegion_1005_chr1_188154000_188155399	-0.118727640682359	1.56084118325715	0.221006836451679	0.649977192524139	0.923391248364293	ENSMUSG00000026610.13_Esrrg	0
H3K4me3_Striata_PeakRegion_10060_chr10_69350600_69353399	0.129520814849074	3.27292694992209	0.912877152889174	0.365460130431396	0.835662555882459	ENSMUSG00000019942.13_Cdk1	0
H3K4me3_Striata_PeakRegion_10061_chr10_69396800_69400799	0.295031097427717	3.81906370417164	2.74910221544087	0.133288959882359	0.725854463783805	ENSMUSG00000069601.14_Ank3	0
H3K4me3_Striata_PeakRegion_10062_chr10_69531400_69541399	-0.0534844199280884	6.4521546499005	0.157759709081082	0.700913247038316	0.938978296497419	ENSMUSG00000069601.14_Ank3	0
H3K4me3_Striata_PeakRegion_10063_chr10_69569800_69577599	0.0606782728154587	3.06705386055126	0.162866784465449	0.696389493051315	0.937207367295735	ENSMUSG00000069601.14_Ank3	0
H3K4me3_Striata_PeakRegion_10064_chr10_69690200_69691599	0.00283746115610918	1.27202668513184	0.000200309650971689	0.989031030455509	0.998818286614228	ENSMUSG00000069601.14_Ank3	0
H3K4me3_Striata_PeakRegion_10065_chr10_69704400_69711599	0.037121218757366	5.48984644956465	0.114896204877669	0.742774110467708	0.945756503009577	ENSMUSG00000069601.14_Ank3	0
H3K4me3_Striata_PeakRegion_10066_chr10_69786800_69787799	0.0240224517977831	0.382677962301367	0.00569070704242654	0.941594381107406	0.989675444743259	ENSMUSG00000069601.14_Ank3	0
H3K4me3_Striata_PeakRegion_10067_chr10_70093800_70102199	0.119318958786595	6.77278934658451	2.96383499879059	0.120848827249756	0.719363860648052	ENSMUSG00000048701.13_Ccdc6	0
H3K4me3_Striata_PeakRegion_10068_chr10_70243400_70247199	0.15059679465934	3.86314687376914	2.20424216810731	0.173367116483137	0.74619833831253	ENSMUSG00000037762.6_Slc16a9	0
H3K4me3_Striata_PeakRegion_10069_chr10_70438600_70445999	0.147083734609766	6.09030782814413	2.63230316443962	0.140761515108366	0.726643377456627	ENSMUSG00000043259.15_Fam13c	0
H3K4me3_Striata_PeakRegion_1006_chr1_189002000_189009199	0.0650339682016375	6.18410905307117	0.197580212736785	0.66766620005852	0.929070704261308	ENSMUSG00000026608.13_Kctd3	0
H3K4me3_Striata_PeakRegion_10070_chr10_70518200_70524399	0.0453613381693785	5.42814442945345	0.128959259099204	0.728180000338757	0.943160166236234	ENSMUSG00000043259.15_Fam13c	0
H3K4me3_Striata_PeakRegion_10071_chr10_70595200_70601799	0.0645059744606856	6.59736364451153	0.13285171546501	0.724302389651804	0.943100403908136	ENSMUSG00000037747.9_Phyhipl	0
H3K4me3_Striata_PeakRegion_10072_chr10_70717000_70718799	-0.0292324735829776	1.34839146985855	0.0176630398165047	0.897331018108597	0.980207984389899	ENSMUSG00000112607.1_Gm33979	0
H3K4me3_Striata_PeakRegion_10073_chr10_70948800_70950599	-0.117727805990156	1.78701318993569	0.256045279643309	0.625576941756376	0.91548250032093	ENSMUSG00000014329.14_Bicc1	0
H3K4me3_Striata_PeakRegion_10074_chr10_70951600_70953199	-0.0779658987596705	2.2213151332592	0.20043146350022	0.665446911354026	0.927893618515312	ENSMUSG00000014329.14_Bicc1	0
H3K4me3_Striata_PeakRegion_10075_chr10_71157400_71162199	0.242780755748964	5.21981536384906	5.51790901150243	0.0446531257234949	0.66991613351354	ENSMUSG00000014329.14_Bicc1	0
H3K4me3_Striata_PeakRegion_10076_chr10_71234800_71239599	0.079037882155916	6.00411913907563	0.101627022767172	0.757498883638756	0.947700312101001	ENSMUSG00000003923.14_Tfam	0
H3K4me3_Striata_PeakRegion_10077_chr10_71250400_71251399	-0.0689883476999102	1.06586940474439	0.045503085349707	0.836057054956608	0.966253355049444	ENSMUSG00000019927.6_Ube2d1	3581
H3K4me3_Striata_PeakRegion_10078_chr10_71279800_71288399	0.105452461217129	6.57471865949642	0.585879380036703	0.464522918403841	0.873924473565132	ENSMUSG00000019927.6_Ube2d1,ENSMUSG00000112813.1_Gm34376	0,0
H3K4me3_Striata_PeakRegion_10079_chr10_71341600_71351399	0.160900132534622	6.97034141738401	2.17834815156712	0.175647444357852	0.746401076087383	ENSMUSG00000037710.8_Cisd1,ENSMUSG00000060733.13_Ipmk	0,0
H3K4me3_Striata_PeakRegion_1007_chr1_189228400_189229199	0.305853640166582	0.694318919467304	1.80379544943892	0.213652359774178	0.763247567092199	ENSMUSG00000037624.15_Kcnk2	0
H3K4me3_Striata_PeakRegion_10080_chr10_71362000_71362599	-0.301921881845177	0.684535141605261	1.85420172702792	0.20792788827786	0.760248157074422	ENSMUSG00000060733.13_Ipmk	0
H3K4me3_Striata_PeakRegion_10081_chr10_72653800_72658599	-0.103690781422627	6.03227863470121	1.33386188779779	0.279228702340061	0.800410293530842	ENSMUSG00000019923.14_Zwint	0
H3K4me3_Striata_PeakRegion_10082_chr10_73095800_73104399	0.135185421255628	5.53208742441249	1.16622399318279	0.309559129316316	0.814437717640061	ENSMUSG00000052613.16_Pcdh15	0
H3K4me3_Striata_PeakRegion_10083_chr10_73821200_73823599	-0.226642082596392	2.81727541918602	2.33604655714062	0.162350447069586	0.738045536833148	ENSMUSG00000052613.16_Pcdh15	0
H3K4me3_Striata_PeakRegion_10084_chr10_74964800_74972999	0.176645710919967	6.22863433014803	4.01125966019149	0.0777110303400154	0.684132208145246	ENSMUSG00000009070.14_Rsph14,ENSMUSG00000040009.6_Gnaz	0,0
H3K4me3_Striata_PeakRegion_10085_chr10_74993200_74997199	0.307554462239969	2.36833343200905	4.99744769811752	0.0535868842965938	0.675315413039904	ENSMUSG00000009070.14_Rsph14,ENSMUSG00000040009.6_Gnaz	0,0
H3K4me3_Striata_PeakRegion_10086_chr10_75035200_75040199	0.0643343737922857	5.37437472117769	0.417006769530374	0.535297977843604	0.893046131632099	ENSMUSG00000020175.15_Rab36	0
H3K4me3_Striata_PeakRegion_10087_chr10_75058800_75074799	0.139811211290347	7.74105762989955	3.45642919433898	0.0975101147228263	0.701903581319654	ENSMUSG00000009681.10_Bcr	0
H3K4me3_Striata_PeakRegion_10088_chr10_75173800_75176599	-0.300101115438376	1.64341941661828	1.85387484221717	0.207964335166426	0.760248157074422	ENSMUSG00000009681.10_Bcr	0
H3K4me3_Striata_PeakRegion_10089_chr10_75211000_75214799	0.0917931167603352	5.08552610219113	0.993181821748108	0.346203240029678	0.828578420213307	ENSMUSG00000033444.14_Specc1l	0
H3K4me3_Striata_PeakRegion_1008_chr1_189336200_189346199	-0.0231973574585218	6.56800834744703	0.0675139556816931	0.801110330418801	0.95881608906311	ENSMUSG00000037624.15_Kcnk2,ENSMUSG00000104507.1_A430027H14Rik	0,0
H3K4me3_Striata_PeakRegion_10090_chr10_75314600_75335599	-0.02961542498995	7.76611097888865	0.0833630675064164	0.779635090511688	0.953818741278591	ENSMUSG00000020178.6_Adora2a	0
H3K4me3_Striata_PeakRegion_10091_chr10_75365200_75365799	-0.454688830887122	0.380085762471862	2.0392474706724	0.188609311251262	0.750471665952291	ENSMUSG00000033416.15_Gucd1	0
H3K4me3_Striata_PeakRegion_10092_chr10_75436400_75438599	-0.130870564694292	1.9716060361437	0.591729813218916	0.462372884558857	0.873128181429641	ENSMUSG00000033416.15_Gucd1,ENSMUSG00000033427.14_Upb1	0,0
H3K4me3_Striata_PeakRegion_10093_chr10_75513200_75520999	0.0917872282587034	6.59700606922713	0.957764324353563	0.354500980196243	0.831191623078552	ENSMUSG00000033416.15_Gucd1,ENSMUSG00000020180.10_Snrpd3	0,0
H3K4me3_Striata_PeakRegion_10094_chr10_75555200_75562799	0.220555749776423	5.10705618692715	4.5233171758907	0.063777338104719	0.678207407472756	ENSMUSG00000046807.10_Lrrc75b,ENSMUSG00000006345.10_Ggt1	0,0
H3K4me3_Striata_PeakRegion_10095_chr10_75588400_75592199	-0.135808884575001	2.68751652158562	0.452350656653704	0.518897370396239	0.887943189112471	ENSMUSG00000006344.17_Ggt5,ENSMUSG00000055872.1_Gm9985	0,0
H3K4me3_Striata_PeakRegion_10096_chr10_75663800_75670999	0.196148161306781	5.45699919860938	1.24407665870836	0.294910798946858	0.80862469932242	ENSMUSG00000020196.10_Cabin1	0
H3K4me3_Striata_PeakRegion_10097_chr10_75682000_75685399	-0.176122930017449	2.6950058033749	1.36293369950404	0.274406476897141	0.798340387523809	ENSMUSG00000020196.10_Cabin1	0
H3K4me3_Striata_PeakRegion_10098_chr10_75761800_75766399	0.0426965135898584	5.91005958615274	0.121343243086495	0.735964776323489	0.944105879972731	ENSMUSG00000020196.10_Cabin1	0
H3K4me3_Striata_PeakRegion_10099_chr10_75770000_75775399	0.167478604353368	5.26617948851271	2.94629880143373	0.121806589877091	0.719605794389741	ENSMUSG00000001666.8_Ddt,ENSMUSG00000092360.1_Gm20441,ENSMUSG00000001665.11_Gstt3	0,0,0
H3K4me3_Striata_PeakRegion_1009_chr1_189581600_189582399	0.287255158068481	0.305888781557618	1.15708764928996	0.311347285336353	0.815597678901121	ENSMUSG00000103087.1_Gm38122	56951
H3K4me3_Striata_PeakRegion_100_chr1_34748200_34754399	0.0858124979189507	5.15372617491699	0.613128966787311	0.454652791931243	0.868781058044267	ENSMUSG00000037509.21_Arhgef4,ENSMUSG00000102537.1_Gm37224,ENSMUSG00000102612.1_Gm37845	0,0,0
H3K4me3_Striata_PeakRegion_10100_chr10_75779400_75782399	-0.110805357380549	2.55927884629394	0.414791315526844	0.536359213536681	0.893437096367005	ENSMUSG00000092360.1_Gm20441,ENSMUSG00000001665.11_Gstt3	0,0
H3K4me3_Striata_PeakRegion_10101_chr10_75796600_75799999	0.0257293150449238	3.49569739601631	0.0304750720660629	0.865460742680816	0.974171595434059	ENSMUSG00000001663.10_Gstt1	0
H3K4me3_Striata_PeakRegion_10102_chr10_75832400_75839399	-0.0698964277898695	5.33782309504979	0.260192580347548	0.622832152934276	0.91421913603717	ENSMUSG00000033318.7_Gstt2	0
H3K4me3_Striata_PeakRegion_10103_chr10_75855600_75861799	0.0689288984241395	6.37319611324434	0.764989209184625	0.405556838787135	0.852571022934348	ENSMUSG00000033307.7_Mif	0
H3K4me3_Striata_PeakRegion_10104_chr10_75872200_75874199	-0.105257238830546	3.45286025808239	0.513617270354236	0.492597013005162	0.8815392481195	ENSMUSG00000112306.1_Gm47744	-1232
H3K4me3_Striata_PeakRegion_10105_chr10_75891400_75896999	0.0948698196275534	4.17838231170521	0.776439945749498	0.402208990406425	0.849533407406258	ENSMUSG00000009092.5_Derl3,ENSMUSG00000000902.13_Smarcb1	0,0
H3K4me3_Striata_PeakRegion_10106_chr10_75930400_75940999	0.158188517178258	6.37873349261502	2.81168052602966	0.129497938641232	0.725185145276069	ENSMUSG00000000901.17_Mmp11,ENSMUSG00000049422.7_Chchd10,ENSMUSG00000050157.6_Gm867	0,0,0
H3K4me3_Striata_PeakRegion_10107_chr10_75949200_75952199	0.180304688134361	3.25161361827389	1.62997099975005	0.235131901403075	0.775817150521727	ENSMUSG00000000903.3_Vpreb3	0
H3K4me3_Striata_PeakRegion_10108_chr10_75953000_75954999	-0.00178640268723235	1.13980762514338	9.08767087363949e-05	0.992611606268431	0.999364555180368	ENSMUSG00000033255.8_Gm5134	0
H3K4me3_Striata_PeakRegion_10109_chr10_76031000_76035399	0.0758594122544897	5.6002461265998	0.445538950644251	0.52198325181211	0.888048343721777	ENSMUSG00000049764.8_Zfp280b	0
H3K4me3_Striata_PeakRegion_1010_chr1_189687200_189689799	0.12614361326057	3.49738117798008	0.682584142631332	0.43104224100341	0.860329251607561	ENSMUSG00000026605.14_Cenpf	0
H3K4me3_Striata_PeakRegion_10110_chr10_76202800_76204199	0.105624985268939	1.91547756710055	0.264667205397678	0.619902004980118	0.913459615160033	ENSMUSG00000020230.15_Prmt2	3023
H3K4me3_Striata_PeakRegion_10111_chr10_76235200_76240199	0.0719738977953185	5.60803723921722	0.671961506369682	0.434518577694126	0.861692863038895	ENSMUSG00000020230.15_Prmt2	0
H3K4me3_Striata_PeakRegion_10112_chr10_76252200_76257799	0.232709507315533	3.11316177066511	2.43638631309708	0.154578239139575	0.736548158044103	ENSMUSG00000033208.7_S100b	0
H3K4me3_Striata_PeakRegion_10113_chr10_76340800_76348599	0.116052690184436	5.88606134833917	0.588910827662067	0.463406708045832	0.873133436374187	ENSMUSG00000020231.15_Dip2a	0
H3K4me3_Striata_PeakRegion_10114_chr10_76466400_76473999	-0.0113907396046696	5.928000165543	0.0194323413751221	0.892346859676501	0.978651778415388	ENSMUSG00000033126.5_Ybey,ENSMUSG00000001150.7_Mcm3ap	0,0
H3K4me3_Striata_PeakRegion_10115_chr10_76529600_76534999	-0.0145950025065894	5.61406220666283	0.0208536497466962	0.888508739052052	0.97774107366665	ENSMUSG00000033105.12_Lss	0
H3K4me3_Striata_PeakRegion_10116_chr10_76583600_76585399	-0.0269524423422669	2.09424788597588	0.037178777356328	0.851582030746386	0.971040701504843	ENSMUSG00000001155.13_Ftcd	0
H3K4me3_Striata_PeakRegion_10117_chr10_76621800_76624799	0.188655408935661	3.15826015664778	2.03072749059072	0.189444361290765	0.750471665952291	ENSMUSG00000020241.13_Col6a2	0
H3K4me3_Striata_PeakRegion_10118_chr10_76643200_76644199	0.0177954615253884	0.647230600033623	0.00488533311828189	0.945876781823572	0.990294955286477	ENSMUSG00000020241.13_Col6a2	-19571
H3K4me3_Striata_PeakRegion_10119_chr10_76723000_76728599	0.193598207140924	4.60130283424852	2.83490445795251	0.12812682908122	0.725185145276069	ENSMUSG00000001119.7_Col6a1,ENSMUSG00000112291.1_Gm48276	0,0
H3K4me3_Striata_PeakRegion_1011_chr1_189726200_189731399	-0.145591693422346	3.75066478622182	0.712138345760704	0.421608408315834	0.857513629342839	ENSMUSG00000026604.17_Ptpn14	0
H3K4me3_Striata_PeakRegion_10120_chr10_76732800_76734599	-0.304462760148985	1.29329461975148	1.96023815899151	0.19654782632783	0.751283052970357	ENSMUSG00000112291.1_Gm48276	-2528
H3K4me3_Striata_PeakRegion_10121_chr10_76957800_76964599	0.136165460889961	5.67205383267736	1.91295522518114	0.201515359256304	0.755235740483121	ENSMUSG00000001120.15_Pcbp3	0
