Peakset	Annotation	Observed	Expected	Fold.Change	Log2FC	Pvalue	Qvalue	Adjusted.Pvalue
Htt_ChIPSeq.B2020.any_2_samples.reproducibility_groups.conditionally_reproducible	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	182840	24732.5115	7.3924	2.8861	1e-05	1e-05	1.2e-05
Htt_ChIPSeq.B2020.any_2_samples.reproducibility_groups.conditionally_reproducible	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	18218	4705.8341	3.8708	1.9526	1e-05	1e-05	1.2e-05
Htt_ChIPSeq.B2020.any_2_samples.reproducibility_groups.conditionally_reproducible	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	313834	59812.9975	5.2468	2.3915	1e-05	1e-05	1.2e-05
Htt_ChIPSeq.B2020.any_2_samples.reproducibility_groups.conditionally_reproducible	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	218852	28120.2899	7.7825	2.9602	1e-05	1e-05	1.2e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_08wks_pQ.filtered_qval_5.mm10.sorted.bed	220	447.9756	0.4922	-1.0226	0.4706	0.4706	0.491060869565217
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_08wks_pQ.filtered_qval_5.mm10.sorted.bed	275499	39487.0497	6.9768	2.8026	1e-05	2e-05	1.2e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_08wks_WT.filtered_qval_5.mm10.sorted.bed	220	470.7918	0.4684	-1.0941	0.45967	0.45967	0.490314666666667
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_08wks_WT.filtered_qval_5.mm10.sorted.bed	283350	41362.4302	6.8503	2.7762	1e-05	2e-05	1.2e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	220	693.8567	0.3181	-1.6527	0.28605	0.28605	0.326914285714286
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	383393	60458.089	6.3414	2.6648	1e-05	2e-05	1.2e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	220	767.9046	0.2874	-1.7988	0.24728	0.24728	0.289498536585366
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	397112	67353.4915	5.8959	2.5597	1e-05	2e-05	1.2e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	220	431.7865	0.5106	-0.9696	0.48912	0.48912	0.499526808510638
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	259322	37687.8851	6.8806	2.7825	1e-05	2e-05	1.2e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	220	368.6195	0.5979	-0.742	0.54671	0.54671	0.54671
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	241977	33494.8243	7.2241	2.8528	1e-05	2e-05	1.2e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	220	575.5396	0.3833	-1.3834	0.36403	0.36403	0.397123636363636
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	322079	50509.0353	6.3766	2.6728	1e-05	2e-05	1.2e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	220	655.1533	0.3368	-1.57	0.31289	0.31289	0.349272558139535
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	378275	57265.7571	6.6055	2.7237	1e-05	2e-05	1.2e-05
