Peakset	Annotation	Observed	Expected	Fold.Change	Log2FC	Pvalue	Qvalue	Adjusted.Pvalue
Htt_ChIPSeq.B2020.any_2_samples.reproducibility_groups.conditionally_reproducible	H3k9me3	8865	5441.9202	1.6289	0.7039	0.06517	0.073316	0.078204
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	H3k27ac	262663	90178.0822	2.9127	1.5424	1e-05	2.4e-05	1.56521739130435e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	H3k27ac	3579	1090.0129	3.2814	1.7143	0.01089	0.016335	0.0140014285714286
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	H3k27me3	163804	71436.1019	2.293	1.1972	0.00015	0.00025714	0.000216
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	H3k27me3	20697	804.6118	25.6923	4.6833	1e-05	2.4e-05	1.56521739130435e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	H3k36me3	1801	2547.2621	0.7071	-0.4999	0.45403	0.49531	0.467002285714286
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	H3k36me3	1547600	244076.6879	6.3406	2.6646	1e-05	2.4e-05	1.56521739130435e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	H3k4me1	4980	4921.1178	1.012	0.0172	0.40617	0.4874	0.430062352941176
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	H3k4me1	894238	418305.1451	2.1378	1.0961	1e-05	2.4e-05	1.56521739130435e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	H3k4me3	223739	51025.9371	4.3847	2.1325	1e-05	2.4e-05	1.56521739130435e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	H3k4me3	4704	586.6752	8.0061	3.0011	8e-05	0.00016	0.00012
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	H3k9me3	51	57.0815	0.8953	-0.1596	0.69566	0.69566	0.69566
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	H3k9me3	8525	5237.6912	1.6275	0.7027	0.0964	0.12853	0.111948387096774
